Fecha,TempMedia,TempMax,HorMinTempMax,TempMin,HorMinTempMin,HumedadMedia,HumedadMax,HorMinHumMax,HumedadMin,HorMinHumMin,VelViento,DirViento,VelVientoMax,HorMinVelMax,DirVientoVelMax,Radiacion,Precipitacion,TempSuelo1,TempSuelo2,EtPMon,PePMon,Estacion
2004-04-01,12.749,18.44,236.0,6.471,130.0,80.148,94.6,2120,42.18,1330,2.185,218.162,5.062,1330,206.2,20.002,0.4,,,3.259968,0.0,IB03
2004-04-02,13.2,19.71,1340.0,4.995,520.0,83.3,98.5,710,46.87,1510,2.207,232.3,7.65,1417,266.7,18.64,0.0,,,3.155261754989624,0.0,IB03
2004-04-03,12.13,19.23,1320.0,5.135,530.0,70.2,97.1,0,32.83,1310,1.543,136.8,6.174,1131,50.13,20.26,0.0,,,3.254279613494873,0.0,IB03
2004-04-04,12.22,20.57,1320.0,3.135,520.0,77.3,97.9,620,43.99,1410,1.784,195.9,7.25,1428,240.9,22.89,0.0,,,3.4751241207122803,0.0,IB03
2004-04-05,13.366,20.088,1300.0,7.47,2350.0,68.624,96.7,730,30.126,1400,1.566,197.535,3.932,1530,216.9,19.853,0.0,,,3.404086,0.0,IB03
2004-04-06,14.061,26.28,1230.0,4.794,540.0,78.59,96.7,600,50.38,1100,1.941,197.329,4.674,1130,225.3,23.551,0.0,,,4.068236,0.0,IB03
2004-04-07,14.862,28.87,750.0,8.53,100.0,79.871,98.025,630,54.873,1100,2.246,63.69,6.085,1400,85.1,18.009,0.0,,,3.893437,0.0,IB03
2004-04-08,12.428,15.85,1150.0,9.33,600.0,70.595,88.025,130,40.825,1300,2.174,49.881,4.27,1300,95.7,16.038,0.0,,,2.937786,0.0,IB03
2004-04-09,9.33,12.26,1510.0,2.666,0.0,80.06,93.65,700,55.858,1600,2.64,27.884,5.244,1400,21.21,7.43,3.2,,,1.774368,0.343895643949509,IB03
2004-04-10,7.91,13.73,1000.0,0.804,540.0,83.252,98.932,430,54.54,1130,1.891,40.11,6.566,1348,8.17,10.68,0.0,,,1.907488,0.0,IB03
2004-04-11,10.9,12.66,1120.0,7.46,2320.0,67.336,88.6,30,55.14,1030,4.641,26.89,12.3,1408,16.15,12.06,0.0,,,2.483581,0.0,IB03
