Fecha,TempMedia,TempMax,HorMinTempMax,TempMin,HorMinTempMin,HumedadMedia,HumedadMax,HorMinHumMax,HumedadMin,HorMinHumMin,VelViento,DirViento,VelVientoMax,HorMinVelMax,DirVientoVelMax,Radiacion,Precipitacion,TempSuelo1,TempSuelo2,EtPMon,PePMon,Estacion
2007-08-08,22.75,26.32,1010.0,20.53,0.0,67.17,76.8,150.0,55.41,940.0,1.198,32.38,4.861,1208.0,51.17,8.57,0.0,,,2.6138875484466557,0.0,IB05
2007-08-09,22.8,27.63,1610.0,16.97,520.0,58.65,76.4,0.0,41.52,1050.0,1.295,165.6,5.772,1040.0,143.9,19.83,0.0,,,4.298645973205566,0.0,IB05
2007-08-17,24.56,29.74,1300.0,19.81,2350.0,55.7,73.5,40.0,35.56,1240.0,1.607,44.93,7.03,1447.0,69.65,24.9,0.0,,,5.427950859069824,0.0,IB05
2007-11-26,12.36,14.53,1020.0,11.37,600.0,66.8,76.9,0.0,55.38,1200.0,2.445,20.6,7.49,1308.0,48.11,9.63,0.0,,,1.6296547651290894,0.0,IB05
2007-12-10,12.62,15.12,1130.0,9.0,2350.0,56.73,70.5,0.0,46.12,1220.0,3.223,310.6,11.72,1218.0,290.1,9.58,0.0,,,2.026841640472412,0.0,IB05
2008-03-06,7.66,13.07,1510.0,3.332,2050.0,48.61,77.8,2120.0,27.27,1300.0,2.764,331.5,11.12,41.0,341.7,17.53,0.0,,,2.870415210723877,0.0,IB05
2009-01-24,14.63,16.53,710.0,9.87,2350.0,47.6,68.84,0.0,27.39,1400.0,6.01,279.6,14.67,2011.0,328.5,11.11,0.2,,,3.8244457244873047,0.0,IB05
2009-03-05,9.31,13.76,1330.0,6.174,2350.0,58.4,74.9,1300.0,43.49,1600.0,3.519,297.2,10.54,1413.0,341.3,14.8,0.2,,,2.777665138244629,0.0,IB05
2009-07-02,27.14,35.16,1130.0,18.97,520.0,42.22,70.6,310.0,13.35,1110.0,0.775,200.0,5.008,1317.0,174.3,28.84,0.0,,,5.952409267425537,0.0,IB05
2009-07-08,24.04,27.25,1500.0,19.43,0.0,59.81,75.0,0.0,45.83,1410.0,1.624,56.61,5.38,1137.0,118.2,19.53,0.0,,,4.576246738433838,0.0,IB05
2009-07-09,23.73,30.41,1210.0,16.93,430.0,56.33,77.6,450.0,31.14,1210.0,1.084,92.0,5.723,1320.0,132.6,23.65,0.0,,,5.092054843902588,0.0,IB05
2009-07-25,26.1,32.0,1410.0,19.24,0.0,44.71,62.45,200.0,21.29,1410.0,1.536,38.76,6.419,956.0,62.82,28.58,0.0,,,6.44133186340332,0.0,IB05
2009-07-26,25.32,33.18,1240.0,17.26,350.0,47.81,71.2,500.0,26.05,1230.0,1.115,91.7,5.811,1253.0,109.9,27.64,0.0,,,5.868173122406006,0.0,IB05
2009-08-18,27.01,35.89,1150.0,17.85,520.0,43.42,73.7,510.0,15.6,1120.0,0.978,85.3,5.067,1434.0,148.6,26.45,0.0,,,5.602468490600586,0.0,IB05
2009-09-05,23.92,28.76,1330.0,19.36,2350.0,51.44,66.21,0.0,38.61,1330.0,1.488,38.82,5.38,741.0,67.27,20.43,0.0,,,4.514148235321045,0.0,IB05
2009-09-06,23.23,30.14,1350.0,17.59,500.0,52.58,77.0,2340.0,36.03,1430.0,0.744,16.34,4.969,1353.0,64.77,23.07,0.0,,,4.193338871002197,0.0,IB05
2009-12-01,10.77,14.53,1320.0,7.63,0.0,63.05,75.5,700.0,51.49,1440.0,2.0,294.7,9.37,1246.0,331.9,10.61,0.0,,,1.4280308485031128,0.0,IB05
2010-01-01,12.52,13.88,1510.0,10.79,600.0,59.19,73.2,2300.0,53.05,810.0,4.511,268.5,10.88,954.0,249.4,9.54,0.0,,,2.1767404079437256,0.0,IB05
2010-06-29,25.24,33.05,1120.0,16.07,400.0,48.82,73.3,440.0,25.12,1450.0,0.848,154.8,5.174,1434.0,111.5,29.94,0.0,,,5.957520961761475,0.0,IB05
2010-06-30,25.48,33.05,1220.0,16.99,420.0,50.51,76.3,2320.0,25.85,950.0,0.792,198.8,4.626,1349.0,160.0,30.07,0.0,,,5.945065498352051,0.0,IB05
2010-07-01,25.93,34.17,1420.0,16.86,450.0,51.28,74.5,310.0,25.98,1100.0,0.62,225.5,4.851,1147.0,147.0,30.15,0.0,,,5.848606109619141,0.0,IB05
2010-07-24,24.75,30.82,1050.0,18.98,450.0,61.2,75.7,450.0,39.35,1050.0,0.796,96.2,5.253,1203.0,120.1,22.98,0.0,,,4.749360084533691,0.0,IB05
2010-08-06,23.19,28.51,1250.0,16.79,2350.0,55.33,75.3,0.0,37.23,1250.0,1.1,74.6,6.203,1256.0,97.3,27.16,0.0,,,5.206832885742188,0.0,IB05
2010-11-09,17.56,20.02,1440.0,15.6,2210.0,61.8,73.4,1110.0,54.28,1940.0,3.832,261.7,9.61,34.0,230.9,8.3,0.2,,,2.766588926315308,0.0,IB05
2010-11-16,13.43,17.9,1100.0,9.35,2020.0,58.79,74.2,2020.0,46.78,1100.0,1.47,281.6,6.86,1712.0,307.6,11.3,0.0,,,1.6123051643371582,0.0,IB05
2010-12-24,9.56,12.69,1220.0,6.704,2340.0,64.57,72.1,50.0,53.09,1220.0,2.151,291.1,7.07,1420.0,345.7,7.1,0.0,,,1.3774667978286743,0.0,IB05
2012-03-09,10.04,12.78,1100.0,8.35,530.0,64.49,74.7,2150.0,56.5,520.0,1.246,3.072,5.537,153.0,16.46,9.85,0.0,11.35,11.58,1.709493,0.0,IB05
2012-05-12,21.05,30.02,1240.0,11.07,410.0,43.19,72.3,510.0,21.23,1130.0,0.707,184.0,4.929,1350.0,157.3,28.36,0.0,25.98,24.77,5.046644,0.0,IB05
2012-06-01,23.64,32.12,1030.0,14.76,400.0,46.96,73.5,410.0,27.63,1020.0,0.801,148.4,4.782,1336.0,141.4,29.07,0.0,31.83,29.94,5.632983,0.0,IB05
2012-06-02,23.87,31.74,1130.0,15.22,350.0,46.86,77.0,2240.0,22.28,1630.0,0.946,145.1,5.096,1242.0,159.6,28.13,0.0,32.13,30.28,5.662869,0.0,IB05
2012-06-27,27.43,35.43,1300.0,18.18,450.0,45.05,75.5,430.0,20.1,1030.0,0.884,142.3,5.439,1410.0,143.1,27.9,0.0,36.11,34.24,5.999824,0.0,IB05
2012-07-15,24.01,29.81,1300.0,19.24,350.0,58.58,75.5,330.0,39.34,1120.0,1.108,48.94,6.223,1323.0,108.0,26.02,0.0,35.04,33.93,5.360948,0.0,IB05
2012-07-16,23.27,29.68,1220.0,17.12,430.0,58.94,77.2,2350.0,38.22,1010.0,0.872,77.7,4.851,1409.0,124.8,23.38,0.0,34.48,33.62,4.751799,0.0,IB05
2012-07-22,22.79,28.9,1550.0,18.25,340.0,53.32,68.58,340.0,38.55,1550.0,0.387,10.53,3.342,1402.0,15.59,11.73,0.0,33.53,33.58,2.723881,0.0,IB05
2012-07-23,23.05,31.73,1240.0,15.35,400.0,47.39,76.3,420.0,22.61,1340.0,0.621,11.79,4.547,1521.0,55.85,23.88,0.0,32.93,32.35,4.6718,0.0,IB05
2012-08-26,25.55,30.4,1140.0,20.02,2350.0,59.72,75.4,2350.0,40.92,1140.0,1.109,48.44,5.9,1323.0,122.4,23.04,0.0,35.54,34.79,4.7276,0.0,IB05
2012-12-05,10.81,14.48,1120.0,6.049,350.0,57.76,77.1,350.0,44.68,1150.0,1.863,295.2,7.67,1355.0,314.2,8.35,0.0,10.7,11.66,1.413566,0.0,IB05
2013-08-09,24.21,32.32,1150.0,16.66,520.0,56.99,77.2,530.0,32.26,1150.0,0.85,102.4,5.057,1715.0,114.4,15.46,0.0,33.66,33.78,3.795186,0.0,IB05
2013-08-21,24.38,33.38,1250.0,15.36,500.0,52.88,76.8,510.0,28.89,1240.0,0.564,83.5,4.792,1402.0,241.0,24.38,0.0,33.2,32.74,4.54397,0.0,IB05
2013-08-25,24.5,27.12,1430.0,22.46,540.0,64.98,77.7,0.0,54.09,900.0,1.5,96.6,5.263,1115.0,120.7,9.51,0.0,32.43,32.38,2.928413,0.0,IB05
2013-10-30,16.05,18.03,1030.0,14.09,2030.0,62.83,77.5,250.0,51.35,1010.0,0.724,3.348,4.626,1435.0,345.5,7.72,0.0,19.45,20.51,1.36946,0.0,IB05
